deployment,hour_start_utc,latitude,longitude,geographic_zone,usable_audio_minutes,blue_a_count,blue_b_count,fin_20hz_count
CalCurCEAS_001,2024-08-17 19:00:00,46.87878917,-126.15388833,Columbia River,60.000417,0,0,1
CalCurCEAS_001,2024-08-17 19:59:59,46.87718458,-126.15097667,Columbia River,60.000375,0,0,0
CalCurCEAS_001,2024-08-17 21:00:00,46.87419875,-126.14846083,Columbia River,60.0005,0,0,0
CalCurCEAS_001,2024-08-17 22:00:00,46.871615,-126.14648625,Columbia River,60.00025,0,0,0
CalCurCEAS_001,2024-08-17 22:59:59,46.86974333,-126.14438708,Columbia River,60.000458,0,0,0
CalCurCEAS_001,2024-08-18 00:00:00,46.86878958,-126.1452025,Columbia River,60.000333,0,0,7
CalCurCEAS_001,2024-08-18 01:00:00,46.86911263,-126.14539684,Columbia River,60.000417,0,0,0
CalCurCEAS_001,2024-08-18 01:59:59,46.87067391,-126.14590043,Columbia River,60.000333,0,1,0
CalCurCEAS_001,2024-08-18 03:00:00,46.87347417,-126.14467458,Columbia River,60.000417,0,0,0
CalCurCEAS_001,2024-08-18 04:00:00,46.87654708,-126.14256542,Columbia River,60.00025,0,0,0
CalCurCEAS_001,2024-08-18 04:59:59,46.87941708,-126.13896583,Columbia River,60.000417,0,0,0
CalCurCEAS_001,2024-08-18 06:00:00,46.88167083,-126.13441625,Columbia River,60.000333,0,0,0
CalCurCEAS_001,2024-08-18 07:00:00,46.88334208,-126.12958625,Columbia River,60.000458,0,0,0
CalCurCEAS_001,2024-08-18 07:59:59,46.88307,-126.1257525,Columbia River,60.000292,0,0,3
CalCurCEAS_001,2024-08-18 09:00:00,46.88046333,-126.12300792,Columbia River,60.00025,0,2,0
CalCurCEAS_001,2024-08-18 10:00:00,46.87779167,-126.12211542,Columbia River,60.000375,0,0,0
CalCurCEAS_001,2024-08-18 10:59:59,46.87638292,-126.12130583,Columbia River,60.000417,0,0,0
CalCurCEAS_001,2024-08-18 12:00:00,46.87531917,-126.12001125,Columbia River,60.0005,0,0,0
CalCurCEAS_001,2024-08-18 13:00:00,46.87537042,-126.1187725,Columbia River,60.000208,0,0,1
CalCurCEAS_001,2024-08-18 13:59:59,46.8761713,-126.1165213,Columbia River,60.000458,0,0,0
CalCurCEAS_001,2024-08-18 15:00:00,46.87864625,-126.11276292,Columbia River,60.000375,0,0,0
CalCurCEAS_001,2024-08-18 16:00:00,46.88162125,-126.10771833,Columbia River,60.000458,0,0,0
CalCurCEAS_001,2024-08-18 16:59:59,46.88443125,-126.10263042,Columbia River,60.0005,0,0,1
CalCurCEAS_001,2024-08-18 18:00:00,46.8872925,-126.09698417,Columbia River,60.0005,0,0,2
CalCurCEAS_001,2024-08-18 19:00:00,46.88959478,-126.09067348,Columbia River,60.0005,0,0,0
CalCurCEAS_001,2024-08-18 19:59:59,46.89031667,-126.08636125,Columbia River,60.000417,0,0,0
CalCurCEAS_001,2024-08-18 21:00:00,46.89003542,-126.08421458,Columbia River,59.979667,0,0,1
CalCurCEAS_001,2024-08-18 22:00:00,46.88966792,-126.08448542,Columbia River,60.000417,0,0,0
CalCurCEAS_001,2024-08-18 22:59:59,46.89115588,-126.08486294,Columbia River,60.000333,0,0,0
CalCurCEAS_001,2024-08-19 00:00:00,46.89442391,-126.08377609,Columbia River,60.000375,0,0,0
CalCurCEAS_001,2024-08-19 01:00:00,46.89821583,-126.08188708,Columbia River,60.000375,0,0,0
CalCurCEAS_001,2024-08-19 01:59:59,46.9025587,-126.07815435,Columbia River,60.0005,0,0,0
CalCurCEAS_001,2024-08-19 03:00:00,46.90682333,-126.07317583,Columbia River,60.0005,0,0,0
CalCurCEAS_001,2024-08-19 04:00:00,46.91137174,-126.0677387,Columbia River,60.000292,0,0,1
CalCurCEAS_001,2024-08-19 04:59:59,46.91614083,-126.06225833,Columbia River,60.000375,0,0,0
CalCurCEAS_001,2024-08-19 06:00:00,46.92089042,-126.05689375,Columbia River,60.00025,0,0,1
CalCurCEAS_001,2024-08-19 07:00:00,46.92397913,-126.05243261,Columbia River,59.97925,0,0,1
CalCurCEAS_001,2024-08-19 07:59:59,46.92630917,-126.04946167,Columbia River,60.000458,0,0,1
CalCurCEAS_001,2024-08-19 09:00:00,46.92821167,-126.04774208,Columbia River,60.000458,0,0,0
CalCurCEAS_001,2024-08-19 10:00:00,46.92946417,-126.04517833,Columbia River,60.000375,0,0,0
CalCurCEAS_001,2024-08-19 10:59:59,46.93013783,-126.04171348,Columbia River,59.978042,0,0,0
CalCurCEAS_001,2024-08-19 12:00:00,46.93045933,-126.03835,Columbia River,60.000417,0,0,1
CalCurCEAS_001,2024-08-19 13:00:00,46.93140917,-126.03432833,Columbia River,60.000375,0,0,1
CalCurCEAS_001,2024-08-19 13:59:59,46.93361909,-126.02942455,Columbia River,60.000333,0,0,0
CalCurCEAS_001,2024-08-19 15:00:00,46.93548833,-126.02335417,Columbia River,60.000333,0,0,2
CalCurCEAS_001,2024-08-19 16:00:00,46.93762333,-126.01789,Columbia River,60.000458,0,0,0
CalCurCEAS_001,2024-08-19 16:59:59,46.94034667,-126.01252,Columbia River,59.98375,0,0,0
CalCurCEAS_001,2024-08-19 18:00:00,46.9430825,-126.00481917,Columbia River,60.000208,0,0,0
CalCurCEAS_001,2024-08-19 19:00:00,46.9443125,-125.99665667,Columbia River,29.008583,0,0,1
CalCurCEAS_001,2024-08-20 13:59:59,46.94645909,-125.93347636,Columbia River,44.308583,0,0,1
CalCurCEAS_001,2024-08-20 15:00:00,46.94622917,-125.93243,Columbia River,60.000333,0,0,3
CalCurCEAS_001,2024-08-20 16:00:00,46.94710417,-125.93154917,Columbia River,60.000458,0,0,1
CalCurCEAS_001,2024-08-20 16:59:59,46.94986917,-125.9304075,Columbia River,60.000333,0,0,0
CalCurCEAS_001,2024-08-20 18:00:00,46.95475333,-125.92742417,Columbia River,60.000375,0,0,1
CalCurCEAS_001,2024-08-20 19:00:00,46.95994083,-125.92172917,Columbia River,60.000375,0,0,1
CalCurCEAS_001,2024-08-20 19:59:59,46.96335167,-125.91469417,Columbia River,60.000375,0,0,2
CalCurCEAS_001,2024-08-20 21:00:00,46.96482917,-125.90642083,Columbia River,60.000417,0,0,9
CalCurCEAS_001,2024-08-20 22:00:00,46.96419667,-125.89900917,Columbia River,60.000458,0,0,4
CalCurCEAS_001,2024-08-20 22:59:59,46.96211333,-125.89405333,Columbia River,60.00025,0,0,2
CalCurCEAS_001,2024-08-21 00:00:00,46.95929917,-125.88990917,Columbia River,60.00025,0,0,2
CalCurCEAS_001,2024-08-21 01:00:00,46.956205,-125.88648417,Columbia River,60.000417,0,0,2
CalCurCEAS_001,2024-08-21 01:59:59,46.9537425,-125.88428833,Columbia River,60.000375,0,0,0
CalCurCEAS_001,2024-08-21 03:00:00,46.95265,-125.88287583,Columbia River,60.000417,0,1,1
CalCurCEAS_001,2024-08-21 04:00:00,46.95298333,-125.88229167,Columbia River,60.000542,0,0,0
CalCurCEAS_001,2024-08-21 04:59:59,46.95460667,-125.8815225,Columbia River,60.000375,0,0,2
CalCurCEAS_001,2024-08-21 06:00:00,46.95673,-125.880685,Columbia River,60.000458,0,0,1
CalCurCEAS_001,2024-08-21 07:00:00,46.95966083,-125.87901833,Columbia River,60.000333,0,0,0
CalCurCEAS_001,2024-08-21 07:59:59,46.96245,-125.87636083,Columbia River,60.0005,0,0,1
CalCurCEAS_001,2024-08-21 09:00:00,46.96441333,-125.87325417,Columbia River,60.000375,0,0,2
CalCurCEAS_001,2024-08-21 10:00:00,46.96586167,-125.8691575,Columbia River,60.000458,0,0,4
CalCurCEAS_001,2024-08-21 10:59:59,46.96600364,-125.86407,Columbia River,60.0005,0,0,6
CalCurCEAS_001,2024-08-21 12:00:00,46.9646425,-125.86071333,Columbia River,60.000458,0,0,4
CalCurCEAS_001,2024-08-21 13:00:00,46.962585,-125.85810333,Columbia River,60.000333,0,0,5
CalCurCEAS_001,2024-08-21 13:59:59,46.960795,-125.85483917,Columbia River,60.000333,0,0,0
CalCurCEAS_001,2024-08-21 15:00:00,46.95974667,-125.84994833,Columbia River,60.000333,0,0,0
CalCurCEAS_001,2024-08-21 16:00:00,46.95955917,-125.8435375,Columbia River,60.000417,0,0,1
CalCurCEAS_001,2024-08-21 16:59:59,46.95986273,-125.83751091,Columbia River,60.000417,0,0,0
CalCurCEAS_001,2024-08-21 18:00:00,46.96017167,-125.83272917,Columbia River,60.000375,0,0,1
CalCurCEAS_001,2024-08-21 19:00:00,46.96126417,-125.82828,Columbia River,60.0005,0,0,1
CalCurCEAS_001,2024-08-21 19:59:59,46.96244769,-125.82437846,Columbia River,60.000417,0,0,2
CalCurCEAS_001,2024-08-21 21:00:00,46.96422818,-125.81985455,Columbia River,60.000375,0,0,1
CalCurCEAS_001,2024-08-21 22:00:00,46.96605417,-125.81480917,Columbia River,60.000458,0,0,0
CalCurCEAS_001,2024-08-21 22:59:59,46.96664833,-125.80875917,Columbia River,60.000417,0,0,1
CalCurCEAS_001,2024-08-22 00:00:00,46.9644275,-125.80241083,Columbia River,60.000208,0,0,0
CalCurCEAS_001,2024-08-22 01:00:00,46.96102333,-125.79723083,Columbia River,60.000375,0,0,2
CalCurCEAS_001,2024-08-22 01:59:59,46.95752727,-125.79333,Columbia River,60.000417,0,0,0
CalCurCEAS_001,2024-08-22 03:00:00,46.95433333,-125.78996583,Columbia River,60.000333,0,0,0
CalCurCEAS_001,2024-08-22 04:00:00,46.95194167,-125.78785583,Columbia River,60.000458,0,0,0
CalCurCEAS_001,2024-08-22 04:59:59,46.951109,-125.786095,Columbia River,60.000458,0,0,0
CalCurCEAS_001,2024-08-22 06:00:00,46.94665455,-125.78514818,Columbia River,60.000458,0,0,0
CalCurCEAS_001,2024-08-22 07:00:00,46.9546,-125.78018083,Columbia River,60.000333,0,0,0
CalCurCEAS_001,2024-08-22 07:59:59,46.957665,-125.7771575,Columbia River,60.000417,0,0,0
CalCurCEAS_001,2024-08-22 09:00:00,46.961057,-125.773744,Columbia River,60.0005,0,0,0
CalCurCEAS_001,2024-08-22 10:00:00,46.96358833,-125.76969167,Columbia River,60.000333,0,0,1
CalCurCEAS_001,2024-08-22 10:59:59,46.96449417,-125.76323583,Columbia River,60.000417,0,0,2
CalCurCEAS_001,2024-08-22 12:00:00,46.9637575,-125.75578417,Columbia River,60.000208,0,0,2
CalCurCEAS_001,2024-08-22 13:00:00,46.96124583,-125.74883083,Columbia River,60.000542,0,0,1
CalCurCEAS_001,2024-08-22 13:59:59,46.95797083,-125.74381667,Columbia River,60.000375,0,0,1
CalCurCEAS_001,2024-08-22 15:00:00,46.95485583,-125.73973,Columbia River,60.000458,0,0,0
CalCurCEAS_001,2024-08-22 16:00:00,46.95260222,-125.73679,Columbia River,60.00025,0,0,0
CalCurCEAS_001,2024-08-22 16:59:59,46.95151083,-125.73485917,Columbia River,60.000375,0,0,2
CalCurCEAS_001,2024-08-22 18:00:00,46.95173,-125.73247667,Columbia River,60.000375,0,0,1
CalCurCEAS_001,2024-08-22 19:00:00,46.95361167,-125.7301275,Columbia River,60.000417,0,0,3
CalCurCEAS_001,2024-08-22 19:59:59,46.956235,-125.727505,Columbia River,60.00025,0,0,10
CalCurCEAS_001,2024-08-22 21:00:00,46.95962,-125.72423333,Columbia River,60.000583,0,0,5
CalCurCEAS_001,2024-08-22 22:00:00,46.96283462,-125.72051923,Columbia River,60.000417,0,0,0
CalCurCEAS_001,2024-08-22 22:59:59,46.96538333,-125.71601,Columbia River,60.000542,0,0,1
CalCurCEAS_001,2024-08-23 00:00:00,46.9663525,-125.71030833,Columbia River,60.000458,0,0,0
CalCurCEAS_001,2024-08-23 01:00:00,46.96554917,-125.70353583,Columbia River,60.000458,0,0,0
CalCurCEAS_001,2024-08-23 01:59:59,46.96348667,-125.69797417,Columbia River,60.000417,0,0,0
CalCurCEAS_001,2024-08-23 03:00:00,46.961135,-125.69459333,Columbia River,60.000417,0,0,2
CalCurCEAS_001,2024-08-23 04:00:00,46.959725,-125.69263917,Columbia River,60.000375,0,0,3
CalCurCEAS_001,2024-08-23 04:59:59,46.95981417,-125.69050417,Columbia River,60.0005,0,0,3
CalCurCEAS_001,2024-08-23 06:00:00,46.96097583,-125.68654083,Columbia River,60.0005,0,0,1
CalCurCEAS_001,2024-08-23 07:00:00,46.96245167,-125.68113083,Columbia River,60.00025,0,0,1
CalCurCEAS_001,2024-08-23 07:59:59,46.96400583,-125.67597583,Columbia River,60.000333,0,0,1
CalCurCEAS_001,2024-08-23 09:00:00,46.96465833,-125.67246167,Columbia River,60.00025,0,0,3
CalCurCEAS_001,2024-08-23 10:00:00,46.96576889,-125.66986,Columbia River,59.983833,0,0,0
CalCurCEAS_001,2024-08-23 10:59:59,46.96683231,-125.66665,Columbia River,60.0005,0,0,1
CalCurCEAS_001,2024-08-23 12:00:00,46.96762909,-125.66335091,Columbia River,60.000292,0,0,0
CalCurCEAS_001,2024-08-23 13:00:00,46.96766769,-125.65890385,Columbia River,60.000292,0,0,2
CalCurCEAS_001,2024-08-23 13:59:59,46.96700417,-125.6531425,Columbia River,60.000458,0,0,0
CalCurCEAS_001,2024-08-23 15:00:00,46.96546909,-125.64872636,Columbia River,60.000458,0,0,1
CalCurCEAS_001,2024-08-23 16:00:00,46.96355462,-125.64654462,Columbia River,60.000333,0,0,2
CalCurCEAS_001,2024-08-23 16:59:59,46.96335727,-125.64491364,Columbia River,60.000417,0,0,2
CalCurCEAS_001,2024-08-23 18:00:00,46.96465083,-125.6424075,Columbia River,60.000417,0,0,0
CalCurCEAS_001,2024-08-23 19:00:00,46.96745333,-125.63856083,Columbia River,60.000417,0,0,0
CalCurCEAS_001,2024-08-23 19:59:59,46.97070917,-125.63316917,Columbia River,60.000375,0,0,0
CalCurCEAS_001,2024-08-23 21:00:00,46.97326333,-125.6275125,Columbia River,60.000417,0,0,1
CalCurCEAS_001,2024-08-23 22:00:00,46.97453167,-125.6225625,Columbia River,60.000292,0,0,0
CalCurCEAS_001,2024-08-23 22:59:59,46.97494,-125.61724083,Columbia River,60.000375,0,0,0
CalCurCEAS_001,2024-08-24 00:00:00,46.97560583,-125.61219917,Columbia River,60.000333,0,0,2
CalCurCEAS_001,2024-08-24 01:00:00,46.97610667,-125.60661583,Columbia River,60.000333,0,0,3
CalCurCEAS_001,2024-08-24 01:59:59,46.97568667,-125.59955,Columbia River,60.000375,0,0,2
CalCurCEAS_001,2024-08-24 03:00:00,46.97377083,-125.59207,Columbia River,60.0005,0,0,1
CalCurCEAS_001,2024-08-24 04:00:00,46.97033667,-125.58720583,Columbia River,60.000167,0,0,0
CalCurCEAS_001,2024-08-24 04:59:59,46.96731083,-125.58476667,Columbia River,60.000458,0,0,12
CalCurCEAS_001,2024-08-24 06:00:00,46.96627583,-125.58318333,Columbia River,60.000417,0,0,6
CalCurCEAS_001,2024-08-24 07:00:00,46.96736167,-125.58184667,Columbia River,60.000292,0,0,3
CalCurCEAS_001,2024-08-24 07:59:59,46.97036667,-125.57966667,Columbia River,60.000458,0,0,15
CalCurCEAS_001,2024-08-24 09:00:00,46.97371273,-125.57585909,Columbia River,60.000417,0,0,3
CalCurCEAS_001,2024-08-24 10:00:00,46.97645,-125.57089083,Columbia River,60.000458,0,0,1
CalCurCEAS_001,2024-08-24 10:59:59,46.97864333,-125.56513583,Columbia River,60.000292,0,0,2
CalCurCEAS_001,2024-08-24 12:00:00,46.9804725,-125.560045,Columbia River,60.000458,0,0,0
CalCurCEAS_001,2024-08-24 13:00:00,46.9816525,-125.55416833,Columbia River,60.000542,0,0,2
CalCurCEAS_001,2024-08-24 13:59:59,46.98136333,-125.54799583,Columbia River,60.000208,0,0,4
CalCurCEAS_001,2024-08-24 15:00:00,46.98056333,-125.5414125,Columbia River,60.000542,0,0,1
CalCurCEAS_001,2024-08-24 16:00:00,46.97847364,-125.53527364,Columbia River,60.000375,0,0,2
CalCurCEAS_001,2024-08-24 16:59:59,46.97570167,-125.5297525,Columbia River,60.000417,0,0,2
CalCurCEAS_001,2024-08-24 18:00:00,46.97329417,-125.5256625,Columbia River,60.000375,0,0,0
CalCurCEAS_001,2024-08-24 19:00:00,46.97251583,-125.524785,Columbia River,60.000417,0,0,2
CalCurCEAS_001,2024-08-24 19:59:59,46.97362091,-125.52541727,Columbia River,60.00025,0,0,1
CalCurCEAS_001,2024-08-24 21:00:00,46.97593083,-125.52573333,Columbia River,60.000375,0,0,0
CalCurCEAS_001,2024-08-24 22:00:00,46.97879417,-125.5264,Columbia River,60.000375,0,0,0
CalCurCEAS_001,2024-08-24 22:59:59,46.98205417,-125.52585333,Columbia River,60.00025,0,0,1
CalCurCEAS_001,2024-08-25 00:00:00,46.98407545,-125.52447636,Columbia River,60.000458,0,0,0
CalCurCEAS_001,2024-08-25 01:00:00,46.98608,-125.5221425,Columbia River,60.0005,0,0,0
CalCurCEAS_001,2024-08-25 01:59:59,46.98784417,-125.51654333,Columbia River,60.000333,0,0,0
CalCurCEAS_001,2024-08-25 03:00:00,46.98824833,-125.50933917,Columbia River,60.000458,0,0,0
CalCurCEAS_001,2024-08-25 04:00:00,46.98750667,-125.50156167,Columbia River,60.000333,0,0,2
CalCurCEAS_001,2024-08-25 04:59:59,46.9854775,-125.495095,Columbia River,60.000375,0,0,0
CalCurCEAS_001,2024-08-25 06:00:00,46.9830475,-125.4902525,Columbia River,60.000458,0,0,0
CalCurCEAS_001,2024-08-25 07:00:00,46.98063083,-125.48725167,Columbia River,60.000333,0,0,0
CalCurCEAS_001,2024-08-25 07:59:59,46.97925083,-125.48642833,Columbia River,60.0005,0,0,0
CalCurCEAS_001,2024-08-25 09:00:00,46.979526,-125.485599,Columbia River,60.000292,0,0,0
CalCurCEAS_001,2024-08-25 10:00:00,46.98107727,-125.48381909,Columbia River,60.000375,0,0,0
CalCurCEAS_001,2024-08-25 10:59:59,46.98292818,-125.48229182,Columbia River,60.000458,0,0,0
CalCurCEAS_001,2024-08-25 12:00:00,46.98461667,-125.48046917,Columbia River,60.000417,0,0,2
CalCurCEAS_001,2024-08-25 13:00:00,46.985405,-125.47918667,Columbia River,2.000042,0,0,0
CalCurCEAS_002,2024-08-20 13:00:00,45.55454,-125.22952,Columbia River,24.000167,0,0,1
CalCurCEAS_002,2024-08-20 13:59:59,45.55182333,-125.23024333,Columbia River,60.000375,0,0,0
CalCurCEAS_002,2024-08-20 15:00:00,45.54835667,-125.23149667,Columbia River,60.000292,0,0,0
CalCurCEAS_002,2024-08-20 16:00:00,45.54651,-125.23327667,Columbia River,60.000417,0,0,1
CalCurCEAS_002,2024-08-20 16:59:59,45.54664667,-125.23482333,Columbia River,60.000375,0,0,1
CalCurCEAS_002,2024-08-20 18:00:00,45.54776,-125.23576,Columbia River,60.000625,0,0,0
CalCurCEAS_002,2024-08-20 19:00:00,45.54950667,-125.23673333,Columbia River,59.999083,0,0,0
CalCurCEAS_002,2024-08-20 19:59:59,45.55172,-125.23808333,Columbia River,60.000375,0,0,1
CalCurCEAS_002,2024-08-20 21:00:00,45.55355667,-125.23820667,Columbia River,59.997833,0,0,4
CalCurCEAS_002,2024-08-20 22:00:00,45.55416,-125.23792667,Columbia River,60.000417,0,0,2
CalCurCEAS_002,2024-08-20 22:59:59,45.55372667,-125.23735333,Columbia River,60.000458,0,0,1
CalCurCEAS_002,2024-08-21 00:00:00,45.55201333,-125.23755333,Columbia River,60.000333,0,0,3
CalCurCEAS_002,2024-08-21 01:00:00,45.54982,-125.23781333,Columbia River,60.000333,0,0,0
CalCurCEAS_002,2024-08-21 01:59:59,45.54777333,-125.23589667,Columbia River,60.000333,0,0,0
CalCurCEAS_002,2024-08-21 03:00:00,45.54552,-125.23466667,Columbia River,60.000208,0,0,0
CalCurCEAS_002,2024-08-21 04:00:00,45.54335667,-125.23418333,Columbia River,60.000375,0,0,3
CalCurCEAS_002,2024-08-21 04:59:59,45.54181333,-125.23467,Columbia River,60.000333,0,0,1
CalCurCEAS_002,2024-08-21 06:00:00,45.54131,-125.23495667,Columbia River,59.997958,0,0,3
CalCurCEAS_002,2024-08-21 07:00:00,45.54128667,-125.23574333,Columbia River,60.000458,0,0,0
CalCurCEAS_002,2024-08-21 07:59:59,45.54112,-125.23796667,Columbia River,40.125208,0,0,2
CalCurCEAS_002,2024-08-21 10:59:59,45.53835,-125.24522333,Columbia River,20.325125,0,0,0
CalCurCEAS_002,2024-08-21 12:00:00,45.53560667,-125.24663,Columbia River,60.000417,0,0,0
CalCurCEAS_002,2024-08-21 13:00:00,45.53168667,-125.24847,Columbia River,60.000375,0,0,0
CalCurCEAS_002,2024-08-21 13:59:59,45.52798333,-125.25044667,Columbia River,60.000417,0,0,1
CalCurCEAS_002,2024-08-21 15:00:00,45.52449667,-125.25238667,Columbia River,60.000458,0,0,0
CalCurCEAS_002,2024-08-21 16:00:00,45.52253,-125.25291333,Columbia River,60.000292,0,0,0
CalCurCEAS_002,2024-08-21 16:59:59,45.52175667,-125.25256333,Columbia River,59.999167,0,0,0
CalCurCEAS_002,2024-08-21 18:00:00,45.52181667,-125.25267333,Columbia River,60.0005,0,0,0
CalCurCEAS_002,2024-08-21 19:00:00,45.52235667,-125.25248667,Columbia River,60.000458,0,0,0
CalCurCEAS_002,2024-08-21 19:59:59,45.52250667,-125.25283333,Columbia River,60.000333,0,0,0
CalCurCEAS_002,2024-08-21 21:00:00,45.52251333,-125.25449333,Columbia River,60.000375,0,0,4
CalCurCEAS_002,2024-08-21 22:00:00,45.52243667,-125.25371,Columbia River,60.000375,0,0,4
CalCurCEAS_002,2024-08-21 22:59:59,45.51998,-125.25133,Columbia River,60.000458,0,0,2
CalCurCEAS_002,2024-08-22 00:00:00,45.51529,-125.25137333,Columbia River,60.000417,0,0,1
CalCurCEAS_002,2024-08-22 01:00:00,45.50970333,-125.25267667,Columbia River,60.000375,0,0,0
CalCurCEAS_002,2024-08-22 01:59:59,45.50411,-125.25487667,Columbia River,60.000458,0,0,0
CalCurCEAS_002,2024-08-22 03:00:00,45.49803333,-125.2587,Columbia River,60.000292,0,0,0
CalCurCEAS_002,2024-08-22 04:00:00,45.49277,-125.26327,Columbia River,60.000458,0,0,0
CalCurCEAS_002,2024-08-22 04:59:59,45.48949,-125.26758667,Columbia River,60.000333,0,0,1
CalCurCEAS_002,2024-08-22 06:00:00,45.48799333,-125.27196667,Columbia River,60.0005,0,0,0
CalCurCEAS_002,2024-08-22 07:00:00,45.48806333,-125.27699667,Columbia River,60.000333,0,0,0
CalCurCEAS_002,2024-08-22 07:59:59,45.48851667,-125.28115,Columbia River,60.000458,0,0,0
CalCurCEAS_002,2024-08-22 09:00:00,45.48935667,-125.28611,Columbia River,60.000417,0,0,0
CalCurCEAS_002,2024-08-22 10:00:00,45.48951667,-125.29001333,Columbia River,60.000375,0,0,0
CalCurCEAS_002,2024-08-22 10:59:59,45.48854,-125.29162667,Columbia River,59.983667,0,0,0
CalCurCEAS_002,2024-08-22 12:00:00,45.48608,-125.29423333,Columbia River,60.000375,0,0,0
CalCurCEAS_002,2024-08-22 13:00:00,45.48193333,-125.2965,Columbia River,60.000375,0,0,0
CalCurCEAS_002,2024-08-22 13:59:59,45.47683667,-125.30012667,Columbia River,60.000333,0,0,0
CalCurCEAS_002,2024-08-22 15:00:00,45.47190333,-125.30411,Columbia River,60.00025,0,0,0
CalCurCEAS_002,2024-08-22 16:00:00,45.46831,-125.30774333,Columbia River,60.000417,0,0,0
CalCurCEAS_002,2024-08-22 16:59:59,45.46554667,-125.31024333,Columbia River,60.00025,0,0,0
CalCurCEAS_002,2024-08-22 18:00:00,45.46442667,-125.31252,Columbia River,60.000375,0,0,1
CalCurCEAS_002,2024-08-22 19:00:00,45.46420667,-125.31562333,Columbia River,60.000333,0,0,0
CalCurCEAS_002,2024-08-22 19:59:59,45.46484,-125.31866333,Columbia River,60.000417,0,0,0
CalCurCEAS_002,2024-08-22 21:00:00,45.46552333,-125.32196667,Columbia River,60.000417,0,0,1
CalCurCEAS_002,2024-08-22 22:00:00,45.46524333,-125.32492667,Columbia River,60.000333,0,0,0
CalCurCEAS_002,2024-08-22 22:59:59,45.46335667,-125.32767,Columbia River,60.000417,0,0,0
CalCurCEAS_002,2024-08-23 00:00:00,45.45994333,-125.33169,Columbia River,59.994042,0,0,0
CalCurCEAS_002,2024-08-23 01:00:00,45.45451,-125.3381325,Columbia River,60.000458,0,0,1
CalCurCEAS_002,2024-08-23 01:59:59,45.44881,-125.34721,Columbia River,60.000333,0,0,0
CalCurCEAS_002,2024-08-23 03:00:00,45.44535,-125.35377,Columbia River,60.000542,0,0,0
CalCurCEAS_002,2024-08-23 04:00:00,45.44203333,-125.36164667,Columbia River,60.0005,0,0,1
CalCurCEAS_002,2024-08-23 04:59:59,45.4405,-125.36716667,Columbia River,60.00025,0,0,2
CalCurCEAS_002,2024-08-23 06:00:00,45.44004667,-125.37252333,Columbia River,60.000417,0,0,0
CalCurCEAS_002,2024-08-23 07:00:00,45.44067,-125.37824667,Columbia River,60.000375,0,0,0
CalCurCEAS_002,2024-08-23 07:59:59,45.44260333,-125.38308,Columbia River,60.0005,0,0,0
CalCurCEAS_002,2024-08-23 09:00:00,45.44498333,-125.38690667,Columbia River,60.000417,0,0,0
CalCurCEAS_002,2024-08-23 10:00:00,45.44671667,-125.38927333,Columbia River,60.000333,0,0,0
CalCurCEAS_002,2024-08-23 10:59:59,45.44656333,-125.3895,Columbia River,60.000542,0,0,1
CalCurCEAS_002,2024-08-23 12:00:00,45.44298,-125.38971333,Columbia River,60.000375,0,0,1
CalCurCEAS_002,2024-08-23 13:00:00,45.43737,-125.39148,Columbia River,60.0005,0,0,0
CalCurCEAS_002,2024-08-23 13:59:59,45.43126,-125.39612,Columbia River,60.0005,0,0,1
CalCurCEAS_002,2024-08-23 15:00:00,45.4255,-125.40176,Columbia River,60.0005,0,0,2
CalCurCEAS_002,2024-08-23 16:00:00,45.42038667,-125.40778667,Columbia River,60.0005,0,0,1
CalCurCEAS_002,2024-08-23 16:59:59,45.41658667,-125.41413333,Columbia River,60.000417,0,0,0
CalCurCEAS_002,2024-08-23 18:00:00,45.41401667,-125.42124333,Columbia River,60.000417,0,0,0
CalCurCEAS_002,2024-08-23 19:00:00,45.4134,-125.42940667,Columbia River,60.000375,0,0,1
CalCurCEAS_002,2024-08-23 19:59:59,45.41526667,-125.43846,Columbia River,60.000417,0,0,3
CalCurCEAS_002,2024-08-23 21:00:00,45.41846,-125.44792667,Columbia River,60.000375,1,0,10
CalCurCEAS_002,2024-08-23 22:00:00,45.42217333,-125.45485667,Columbia River,60.000417,0,0,2
CalCurCEAS_002,2024-08-23 22:59:59,45.42467667,-125.45835,Columbia River,60.000333,0,0,2
CalCurCEAS_002,2024-08-24 00:00:00,45.42489333,-125.46114,Columbia River,60.000458,0,0,0
CalCurCEAS_002,2024-08-24 01:00:00,45.4231,-125.46389667,Columbia River,60.0005,0,0,0
CalCurCEAS_002,2024-08-24 01:59:59,45.41965333,-125.46629,Columbia River,60.000458,0,0,0
CalCurCEAS_002,2024-08-24 03:00:00,45.41473667,-125.46852667,Columbia River,60.000417,0,0,0
CalCurCEAS_002,2024-08-24 04:00:00,45.40945667,-125.47098667,Columbia River,60.000167,0,0,0
CalCurCEAS_002,2024-08-24 04:59:59,45.40479667,-125.47598333,Columbia River,60.000333,0,0,1
CalCurCEAS_002,2024-08-24 06:00:00,45.40136333,-125.48252333,Columbia River,60.000375,0,0,1
CalCurCEAS_002,2024-08-24 07:00:00,45.39922333,-125.49076,Columbia River,60.000458,0,0,0
CalCurCEAS_002,2024-08-24 07:59:59,45.39937,-125.49865333,Columbia River,60.000375,0,0,0
CalCurCEAS_002,2024-08-24 09:00:00,45.39992667,-125.50714333,Columbia River,60.000333,0,0,0
