deployment,hour_start_utc,hour_end_utc,latitude,longitude,position_source,geographic_zone,recorded_audio_minutes,bad_data_overlap_minutes,validated_analysis_hour,exclusion_reason,blue_a_present,blue_b_present,blue_d_present,fin_20hz_present,fin_40hz_present,sei_ds_present,blue_whale_present,fin_whale_present,sei_whale_present
CalCurCEAS_001,2024-08-17T19:00:00Z,2024-08-17T20:00:00Z,46.878789,-126.153888,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,1,0,0,0,1,0
CalCurCEAS_001,2024-08-17T20:00:00Z,2024-08-17T21:00:00Z,46.877185,-126.150977,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-17T21:00:00Z,2024-08-17T22:00:00Z,46.874199,-126.148461,observed,Columbia River,60.001,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-17T22:00:00Z,2024-08-17T23:00:00Z,46.871615,-126.146486,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-17T23:00:00Z,2024-08-18T00:00:00Z,46.869743,-126.144387,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-18T00:00:00Z,2024-08-18T01:00:00Z,46.868790,-126.145202,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,1,0,0,0,1,0
CalCurCEAS_001,2024-08-18T01:00:00Z,2024-08-18T02:00:00Z,46.869113,-126.145397,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-18T02:00:00Z,2024-08-18T03:00:00Z,46.870674,-126.145900,observed,Columbia River,60.000,0.000,TRUE,,0,1,0,0,0,0,1,0,0
CalCurCEAS_001,2024-08-18T03:00:00Z,2024-08-18T04:00:00Z,46.873474,-126.144675,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-18T04:00:00Z,2024-08-18T05:00:00Z,46.876547,-126.142565,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-18T05:00:00Z,2024-08-18T06:00:00Z,46.879417,-126.138966,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-18T06:00:00Z,2024-08-18T07:00:00Z,46.881671,-126.134416,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-18T07:00:00Z,2024-08-18T08:00:00Z,46.883342,-126.129586,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-18T08:00:00Z,2024-08-18T09:00:00Z,46.883070,-126.125753,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,1,0,0,0,1,0
CalCurCEAS_001,2024-08-18T09:00:00Z,2024-08-18T10:00:00Z,46.880463,-126.123008,observed,Columbia River,60.000,0.000,TRUE,,0,1,0,0,0,0,1,0,0
CalCurCEAS_001,2024-08-18T10:00:00Z,2024-08-18T11:00:00Z,46.877792,-126.122115,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-18T11:00:00Z,2024-08-18T12:00:00Z,46.876383,-126.121306,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-18T12:00:00Z,2024-08-18T13:00:00Z,46.875319,-126.120011,observed,Columbia River,60.001,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-18T13:00:00Z,2024-08-18T14:00:00Z,46.875370,-126.118773,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,1,0,0,0,1,0
CalCurCEAS_001,2024-08-18T14:00:00Z,2024-08-18T15:00:00Z,46.876171,-126.116521,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-18T15:00:00Z,2024-08-18T16:00:00Z,46.878646,-126.112763,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-18T16:00:00Z,2024-08-18T17:00:00Z,46.881621,-126.107718,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-18T17:00:00Z,2024-08-18T18:00:00Z,46.884431,-126.102630,observed,Columbia River,60.001,0.000,TRUE,,0,0,0,1,0,0,0,1,0
CalCurCEAS_001,2024-08-18T18:00:00Z,2024-08-18T19:00:00Z,46.887293,-126.096984,observed,Columbia River,60.001,0.000,TRUE,,0,0,0,1,0,0,0,1,0
CalCurCEAS_001,2024-08-18T19:00:00Z,2024-08-18T20:00:00Z,46.889595,-126.090673,observed,Columbia River,60.001,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-18T20:00:00Z,2024-08-18T21:00:00Z,46.890317,-126.086361,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-18T21:00:00Z,2024-08-18T22:00:00Z,46.890035,-126.084215,observed,Columbia River,59.980,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-18T22:00:00Z,2024-08-18T23:00:00Z,46.889668,-126.084485,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-18T23:00:00Z,2024-08-19T00:00:00Z,46.891156,-126.084863,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-19T00:00:00Z,2024-08-19T01:00:00Z,46.894424,-126.083776,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-19T01:00:00Z,2024-08-19T02:00:00Z,46.898216,-126.081887,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-19T02:00:00Z,2024-08-19T03:00:00Z,46.902559,-126.078154,observed,Columbia River,60.001,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-19T03:00:00Z,2024-08-19T04:00:00Z,46.906823,-126.073176,observed,Columbia River,60.001,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-19T04:00:00Z,2024-08-19T05:00:00Z,46.911372,-126.067739,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,1,0,0,0,1,0
CalCurCEAS_001,2024-08-19T05:00:00Z,2024-08-19T06:00:00Z,46.916141,-126.062258,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-19T06:00:00Z,2024-08-19T07:00:00Z,46.920890,-126.056894,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,1,0,0,0,1,0
CalCurCEAS_001,2024-08-19T07:00:00Z,2024-08-19T08:00:00Z,46.923979,-126.052433,observed,Columbia River,59.979,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-19T08:00:00Z,2024-08-19T09:00:00Z,46.926309,-126.049462,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-19T09:00:00Z,2024-08-19T10:00:00Z,46.928212,-126.047742,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-19T10:00:00Z,2024-08-19T11:00:00Z,46.929464,-126.045178,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-19T11:00:00Z,2024-08-19T12:00:00Z,46.930138,-126.041713,observed,Columbia River,59.978,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-19T12:00:00Z,2024-08-19T13:00:00Z,46.930459,-126.038350,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,1,0,0,0,1,0
CalCurCEAS_001,2024-08-19T13:00:00Z,2024-08-19T14:00:00Z,46.931409,-126.034328,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,1,0,0,0,1,0
CalCurCEAS_001,2024-08-19T14:00:00Z,2024-08-19T15:00:00Z,46.933619,-126.029425,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-19T15:00:00Z,2024-08-19T16:00:00Z,46.935488,-126.023354,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,1,0,0,0,1,0
CalCurCEAS_001,2024-08-19T16:00:00Z,2024-08-19T17:00:00Z,46.937623,-126.017890,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-19T17:00:00Z,2024-08-19T18:00:00Z,46.940347,-126.012520,observed,Columbia River,59.984,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-19T18:00:00Z,2024-08-19T19:00:00Z,46.943083,-126.004819,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-19T19:00:00Z,2024-08-19T20:00:00Z,46.944313,-125.996657,observed,Columbia River,60.000,30.992,FALSE,unusable_acoustic_data,,,,,,,,,
CalCurCEAS_001,2024-08-19T20:00:00Z,2024-08-19T21:00:00Z,46.944218,-125.990422,observed,Columbia River,60.000,60.000,FALSE,unusable_acoustic_data,,,,,,,,,
CalCurCEAS_001,2024-08-19T21:00:00Z,2024-08-19T22:00:00Z,46.944015,-125.984255,observed,Columbia River,60.000,60.000,FALSE,unusable_acoustic_data,,,,,,,,,
CalCurCEAS_001,2024-08-19T22:00:00Z,2024-08-19T23:00:00Z,46.941241,-125.983514,observed,Columbia River,60.000,60.000,FALSE,unusable_acoustic_data,,,,,,,,,
CalCurCEAS_001,2024-08-19T23:00:00Z,2024-08-20T00:00:00Z,46.939585,-125.983521,observed,Columbia River,60.000,60.000,FALSE,unusable_acoustic_data,,,,,,,,,
CalCurCEAS_001,2024-08-20T00:00:00Z,2024-08-20T01:00:00Z,46.939274,-125.984024,observed,Columbia River,60.000,60.000,FALSE,unusable_acoustic_data,,,,,,,,,
CalCurCEAS_001,2024-08-20T01:00:00Z,2024-08-20T02:00:00Z,46.940023,-125.983337,observed,Columbia River,60.000,60.000,FALSE,unusable_acoustic_data,,,,,,,,,
CalCurCEAS_001,2024-08-20T02:00:00Z,2024-08-20T03:00:00Z,46.942500,-125.981728,observed,Columbia River,60.000,60.000,FALSE,unusable_acoustic_data,,,,,,,,,
CalCurCEAS_001,2024-08-20T03:00:00Z,2024-08-20T04:00:00Z,46.945974,-125.979725,observed,Columbia River,60.000,60.000,FALSE,unusable_acoustic_data,,,,,,,,,
CalCurCEAS_001,2024-08-20T04:00:00Z,2024-08-20T05:00:00Z,46.950481,-125.976690,observed,Columbia River,60.000,60.000,FALSE,unusable_acoustic_data,,,,,,,,,
CalCurCEAS_001,2024-08-20T05:00:00Z,2024-08-20T06:00:00Z,46.955893,-125.970763,observed,Columbia River,60.000,60.000,FALSE,unusable_acoustic_data,,,,,,,,,
CalCurCEAS_001,2024-08-20T06:00:00Z,2024-08-20T07:00:00Z,46.959834,-125.964164,observed,Columbia River,60.000,60.000,FALSE,unusable_acoustic_data,,,,,,,,,
CalCurCEAS_001,2024-08-20T07:00:00Z,2024-08-20T08:00:00Z,46.962613,-125.956609,observed,Columbia River,60.000,60.000,FALSE,unusable_acoustic_data,,,,,,,,,
CalCurCEAS_001,2024-08-20T08:00:00Z,2024-08-20T09:00:00Z,46.963457,-125.948464,observed,Columbia River,60.000,60.000,FALSE,unusable_acoustic_data,,,,,,,,,
CalCurCEAS_001,2024-08-20T09:00:00Z,2024-08-20T10:00:00Z,46.962501,-125.941333,observed,Columbia River,59.998,60.000,FALSE,unusable_acoustic_data,,,,,,,,,
CalCurCEAS_001,2024-08-20T10:00:00Z,2024-08-20T11:00:00Z,46.959582,-125.936076,observed,Columbia River,60.000,60.000,FALSE,unusable_acoustic_data,,,,,,,,,
CalCurCEAS_001,2024-08-20T11:00:00Z,2024-08-20T12:00:00Z,46.955337,-125.933183,observed,Columbia River,60.000,60.000,FALSE,unusable_acoustic_data,,,,,,,,,
CalCurCEAS_001,2024-08-20T12:00:00Z,2024-08-20T13:00:00Z,46.951011,-125.932579,observed,Columbia River,60.000,60.000,FALSE,unusable_acoustic_data,,,,,,,,,
CalCurCEAS_001,2024-08-20T13:00:00Z,2024-08-20T14:00:00Z,46.947857,-125.933062,observed,Columbia River,60.000,60.000,FALSE,unusable_acoustic_data,,,,,,,,,
CalCurCEAS_001,2024-08-20T14:00:00Z,2024-08-20T15:00:00Z,46.946459,-125.933476,observed,Columbia River,60.000,15.692,FALSE,unusable_acoustic_data,,,,,,,,,
CalCurCEAS_001,2024-08-20T15:00:00Z,2024-08-20T16:00:00Z,46.946229,-125.932430,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-20T16:00:00Z,2024-08-20T17:00:00Z,46.947104,-125.931549,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,1,0,0,0,1,0
CalCurCEAS_001,2024-08-20T17:00:00Z,2024-08-20T18:00:00Z,46.949869,-125.930408,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-20T18:00:00Z,2024-08-20T19:00:00Z,46.954753,-125.927424,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-20T19:00:00Z,2024-08-20T20:00:00Z,46.959941,-125.921729,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-20T20:00:00Z,2024-08-20T21:00:00Z,46.963352,-125.914694,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-20T21:00:00Z,2024-08-20T22:00:00Z,46.964829,-125.906421,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,1,0,0,0,1,0
CalCurCEAS_001,2024-08-20T22:00:00Z,2024-08-20T23:00:00Z,46.964197,-125.899009,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-20T23:00:00Z,2024-08-21T00:00:00Z,46.962113,-125.894053,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-21T00:00:00Z,2024-08-21T01:00:00Z,46.959299,-125.889909,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-21T01:00:00Z,2024-08-21T02:00:00Z,46.956205,-125.886484,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-21T02:00:00Z,2024-08-21T03:00:00Z,46.953742,-125.884288,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-21T03:00:00Z,2024-08-21T04:00:00Z,46.952650,-125.882876,observed,Columbia River,60.000,0.000,TRUE,,0,1,0,1,0,0,1,1,0
CalCurCEAS_001,2024-08-21T04:00:00Z,2024-08-21T05:00:00Z,46.952983,-125.882292,observed,Columbia River,60.001,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-21T05:00:00Z,2024-08-21T06:00:00Z,46.954607,-125.881523,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,1,0,0,0,1,0
CalCurCEAS_001,2024-08-21T06:00:00Z,2024-08-21T07:00:00Z,46.956730,-125.880685,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,1,0,0,0,1,0
CalCurCEAS_001,2024-08-21T07:00:00Z,2024-08-21T08:00:00Z,46.959661,-125.879018,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-21T08:00:00Z,2024-08-21T09:00:00Z,46.962450,-125.876361,observed,Columbia River,60.001,0.000,TRUE,,0,0,0,1,0,0,0,1,0
CalCurCEAS_001,2024-08-21T09:00:00Z,2024-08-21T10:00:00Z,46.964413,-125.873254,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,1,0,0,0,1,0
CalCurCEAS_001,2024-08-21T10:00:00Z,2024-08-21T11:00:00Z,46.965862,-125.869158,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-21T11:00:00Z,2024-08-21T12:00:00Z,46.966004,-125.864070,observed,Columbia River,60.001,0.000,TRUE,,0,0,0,1,0,0,0,1,0
CalCurCEAS_001,2024-08-21T12:00:00Z,2024-08-21T13:00:00Z,46.964642,-125.860713,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,1,0,0,0,1,0
CalCurCEAS_001,2024-08-21T13:00:00Z,2024-08-21T14:00:00Z,46.962585,-125.858103,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,1,0,0,0,1,0
CalCurCEAS_001,2024-08-21T14:00:00Z,2024-08-21T15:00:00Z,46.960795,-125.854839,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-21T15:00:00Z,2024-08-21T16:00:00Z,46.959747,-125.849948,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-21T16:00:00Z,2024-08-21T17:00:00Z,46.959559,-125.843537,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-21T17:00:00Z,2024-08-21T18:00:00Z,46.959863,-125.837511,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-21T18:00:00Z,2024-08-21T19:00:00Z,46.960172,-125.832729,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,1,0,0,0,1,0
CalCurCEAS_001,2024-08-21T19:00:00Z,2024-08-21T20:00:00Z,46.961264,-125.828280,observed,Columbia River,60.001,0.000,TRUE,,0,0,0,1,0,0,0,1,0
CalCurCEAS_001,2024-08-21T20:00:00Z,2024-08-21T21:00:00Z,46.962448,-125.824378,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-21T21:00:00Z,2024-08-21T22:00:00Z,46.964228,-125.819855,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-21T22:00:00Z,2024-08-21T23:00:00Z,46.966054,-125.814809,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,1,0,0,1,0
CalCurCEAS_001,2024-08-21T23:00:00Z,2024-08-22T00:00:00Z,46.966648,-125.808759,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-22T00:00:00Z,2024-08-22T01:00:00Z,46.964427,-125.802411,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-22T01:00:00Z,2024-08-22T02:00:00Z,46.961023,-125.797231,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-22T02:00:00Z,2024-08-22T03:00:00Z,46.957527,-125.793330,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-22T03:00:00Z,2024-08-22T04:00:00Z,46.954333,-125.789966,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-22T04:00:00Z,2024-08-22T05:00:00Z,46.951942,-125.787856,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-22T05:00:00Z,2024-08-22T06:00:00Z,46.951109,-125.786095,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-22T06:00:00Z,2024-08-22T07:00:00Z,46.946655,-125.785148,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,1,0,0,0,1,0
CalCurCEAS_001,2024-08-22T07:00:00Z,2024-08-22T08:00:00Z,46.954600,-125.780181,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-22T08:00:00Z,2024-08-22T09:00:00Z,46.957665,-125.777158,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-22T09:00:00Z,2024-08-22T10:00:00Z,46.961057,-125.773744,observed,Columbia River,60.001,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-22T10:00:00Z,2024-08-22T11:00:00Z,46.963588,-125.769692,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-22T11:00:00Z,2024-08-22T12:00:00Z,46.964494,-125.763236,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,1,0,0,0,1,0
CalCurCEAS_001,2024-08-22T12:00:00Z,2024-08-22T13:00:00Z,46.963757,-125.755784,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,1,0,0,0,1,0
CalCurCEAS_001,2024-08-22T13:00:00Z,2024-08-22T14:00:00Z,46.961246,-125.748831,observed,Columbia River,60.001,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-22T14:00:00Z,2024-08-22T15:00:00Z,46.957971,-125.743817,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-22T15:00:00Z,2024-08-22T16:00:00Z,46.954856,-125.739730,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-22T16:00:00Z,2024-08-22T17:00:00Z,46.952602,-125.736790,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-22T17:00:00Z,2024-08-22T18:00:00Z,46.951511,-125.734859,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,1,0,0,0,1,0
CalCurCEAS_001,2024-08-22T18:00:00Z,2024-08-22T19:00:00Z,46.951730,-125.732477,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-22T19:00:00Z,2024-08-22T20:00:00Z,46.953612,-125.730127,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,1,0,0,0,1,0
CalCurCEAS_001,2024-08-22T20:00:00Z,2024-08-22T21:00:00Z,46.956235,-125.727505,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,1,0,0,0,1,0
CalCurCEAS_001,2024-08-22T21:00:00Z,2024-08-22T22:00:00Z,46.959620,-125.724233,observed,Columbia River,60.001,0.000,TRUE,,0,0,0,1,0,0,0,1,0
CalCurCEAS_001,2024-08-22T22:00:00Z,2024-08-22T23:00:00Z,46.962835,-125.720519,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-22T23:00:00Z,2024-08-23T00:00:00Z,46.965383,-125.716010,observed,Columbia River,60.001,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-23T00:00:00Z,2024-08-23T01:00:00Z,46.966352,-125.710308,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-23T01:00:00Z,2024-08-23T02:00:00Z,46.965549,-125.703536,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-23T02:00:00Z,2024-08-23T03:00:00Z,46.963487,-125.697974,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-23T03:00:00Z,2024-08-23T04:00:00Z,46.961135,-125.694593,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-23T04:00:00Z,2024-08-23T05:00:00Z,46.959725,-125.692639,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,1,0,0,0,1,0
CalCurCEAS_001,2024-08-23T05:00:00Z,2024-08-23T06:00:00Z,46.959814,-125.690504,observed,Columbia River,60.001,0.000,TRUE,,0,0,0,1,0,0,0,1,0
CalCurCEAS_001,2024-08-23T06:00:00Z,2024-08-23T07:00:00Z,46.960976,-125.686541,observed,Columbia River,60.001,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-23T07:00:00Z,2024-08-23T08:00:00Z,46.962452,-125.681131,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-23T08:00:00Z,2024-08-23T09:00:00Z,46.964006,-125.675976,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-23T09:00:00Z,2024-08-23T10:00:00Z,46.964658,-125.672462,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-23T10:00:00Z,2024-08-23T11:00:00Z,46.965769,-125.669860,observed,Columbia River,59.984,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-23T11:00:00Z,2024-08-23T12:00:00Z,46.966832,-125.666650,observed,Columbia River,60.001,0.000,TRUE,,0,0,0,1,0,0,0,1,0
CalCurCEAS_001,2024-08-23T12:00:00Z,2024-08-23T13:00:00Z,46.967629,-125.663351,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-23T13:00:00Z,2024-08-23T14:00:00Z,46.967668,-125.658904,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,1,0,0,0,1,0
CalCurCEAS_001,2024-08-23T14:00:00Z,2024-08-23T15:00:00Z,46.967004,-125.653143,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-23T15:00:00Z,2024-08-23T16:00:00Z,46.965469,-125.648726,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-23T16:00:00Z,2024-08-23T17:00:00Z,46.963555,-125.646545,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,1,0,0,0,1,0
CalCurCEAS_001,2024-08-23T17:00:00Z,2024-08-23T18:00:00Z,46.963357,-125.644914,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-23T18:00:00Z,2024-08-23T19:00:00Z,46.964651,-125.642408,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-23T19:00:00Z,2024-08-23T20:00:00Z,46.967453,-125.638561,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-23T20:00:00Z,2024-08-23T21:00:00Z,46.970709,-125.633169,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-23T21:00:00Z,2024-08-23T22:00:00Z,46.973263,-125.627512,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
CalCurCEAS_001,2024-08-23T22:00:00Z,2024-08-23T23:00:00Z,46.974532,-125.622563,observed,Columbia River,60.000,0.000,TRUE,,0,0,0,0,0,0,0,0,0
