"","drift","id","species","numClicks","medPeakFrq"
"28","CalCurCEAS_016","7936.241006044200.wav","",249,7.2
"31","CalCurCEAS_016","7936.241006050000.wav","",259,8
"80","CalCurCEAS_016","7936.241006095400.wav","",228,6.8
"81","CalCurCEAS_016","7936.241006100000.wav","",251,7.2
"82","CalCurCEAS_016","7936.241006100600.wav","",219,6
"83","CalCurCEAS_016","7936.241006101200.wav","",306,6.4
"84","CalCurCEAS_016","7936.241006101800.wav","",342,6.8
"85","CalCurCEAS_016","7936.241006102400.wav","",360,7.2
"86","CalCurCEAS_016","7936.241006103000.wav","",301,6.8
"87","CalCurCEAS_016","7936.241006103600.wav","",239,7.2
"92","CalCurCEAS_016","7936.241006110600.wav","",296,6.8
"93","CalCurCEAS_016","7936.241006111200.wav","",390,6.4
"94","CalCurCEAS_016","7936.241006111800.wav","",406,6.8
"95","CalCurCEAS_016","7936.241006112400.wav","",417,6.4
"96","CalCurCEAS_016","7936.241006113000.wav","",461,6.8
"97","CalCurCEAS_016","7936.241006113600.wav","",259,6.4
"100","CalCurCEAS_016","7936.241006115400.wav","",392,6.8
"101","CalCurCEAS_016","7936.241006120000.wav","",419,7.2
"102","CalCurCEAS_016","7936.241006120600.wav","",365,8
"103","CalCurCEAS_016","7936.241006121200.wav","",368,8
"104","CalCurCEAS_016","7936.241006121800.wav","",423,6.8
"105","CalCurCEAS_016","7936.241006122400.wav","",531,6
"106","CalCurCEAS_016","7936.241006123000.wav","",389,6
"110","CalCurCEAS_016","7936.241006125400.wav","",209,6.8
"243","CalCurCEAS_016","7936.241007021200.wav","",262,18.8
"244","CalCurCEAS_016","7936.241007021800.wav","",275,12.8
"526","CalCurCEAS_016","7936.241008063000.wav","",475,6
"632","CalCurCEAS_016","7936.241008170601.wav","",283,9.2
"633","CalCurCEAS_016","7936.241008171201.wav","",296,14.6
"634","CalCurCEAS_016","7936.241008171801.wav","",613,9.6
"666","CalCurCEAS_016","7936.241008203001.wav","",468,6.8
"667","CalCurCEAS_016","7936.241008203601.wav","",367,7.2
"668","CalCurCEAS_016","7936.241008204201.wav","",250,6.4
"691","CalCurCEAS_016","7936.241008230001.wav","",265,7.6
"692","CalCurCEAS_016","7936.241008230601.wav","",340,7.2
"693","CalCurCEAS_016","7936.241008231201.wav","",310,6
"790","CalCurCEAS_016","7936.241009085401.wav","",233,7.2
"791","CalCurCEAS_016","7936.241009090001.wav","",450,6
"792","CalCurCEAS_016","7936.241009090601.wav","",674,6
"793","CalCurCEAS_016","7936.241009091201.wav","",1059,6
"794","CalCurCEAS_016","7936.241009091801.wav","",1025,6
"795","CalCurCEAS_016","7936.241009092401.wav","",733,6
"796","CalCurCEAS_016","7936.241009093001.wav","",263,6
"798","CalCurCEAS_016","7936.241009094201.wav","",544,6.8
"799","CalCurCEAS_016","7936.241009094801.wav","",1147,6.8
"800","CalCurCEAS_016","7936.241009095401.wav","",1724,6.4
"801","CalCurCEAS_016","7936.241009100001.wav","",2120,6.4
"802","CalCurCEAS_016","7936.241009100601.wav","",2539,6.4
"803","CalCurCEAS_016","7936.241009101201.wav","",3243,6.4
"804","CalCurCEAS_016","7936.241009101801.wav","",2931,7.2
"805","CalCurCEAS_016","7936.241009102401.wav","",2465,7.2
"806","CalCurCEAS_016","7936.241009103001.wav","",2390,6.8
"807","CalCurCEAS_016","7936.241009103601.wav","",3503,6.4
"808","CalCurCEAS_016","7936.241009104201.wav","",4108,6.4
"809","CalCurCEAS_016","7936.241009104801.wav","",5393,6.4
"810","CalCurCEAS_016","7936.241009105401.wav","",6710,6.8
"811","CalCurCEAS_016","7936.241009110001.wav","",5375,7.2
"812","CalCurCEAS_016","7936.241009110601.wav","",5927,7.2
"813","CalCurCEAS_016","7936.241009111201.wav","",6130,6.8
"814","CalCurCEAS_016","7936.241009111801.wav","",5060,7.2
"815","CalCurCEAS_016","7936.241009112401.wav","",4664,7.2
"816","CalCurCEAS_016","7936.241009113001.wav","",543,7.6
"818","CalCurCEAS_016","7936.241009114201.wav","",870,7.2
"819","CalCurCEAS_016","7936.241009114801.wav","",4359,6.8
"820","CalCurCEAS_016","7936.241009115401.wav","",4164,6.8
"821","CalCurCEAS_016","7936.241009120001.wav","",3885,6.4
"822","CalCurCEAS_016","7936.241009120601.wav","",3873,6.4
"823","CalCurCEAS_016","7936.241009121201.wav","",3122,6
"829","CalCurCEAS_016","7936.241009124801.wav","",1203,6
"833","CalCurCEAS_016","7936.241009131201.wav","",767,6
"836","CalCurCEAS_016","7936.241009133001.wav","",537,6
"837","CalCurCEAS_016","7936.241009133601.wav","",261,6
"838","CalCurCEAS_016","7936.241009134201.wav","",478,6
