"","drift","id","species","numClicks","medPeakFrq"
"3","CalCurCEAS_008","7936.240913220601.wav","",501,6
"197","CalCurCEAS_008","7936.240914173001.wav","",394,6
"198","CalCurCEAS_008","7936.240914173601.wav","",541,6
"202","CalCurCEAS_008","7936.240914180001.wav","",838,6
"294","CalCurCEAS_008","7936.240915031201.wav","",263,7.6
"295","CalCurCEAS_008","7936.240915031801.wav","",286,7.2
"316","CalCurCEAS_008","7936.240915052401.wav","",225,18
"317","CalCurCEAS_008","7936.240915053001.wav","",226,8.4
"362","CalCurCEAS_008","7936.240915100001.wav","",236,6
"445","CalCurCEAS_008","7936.240915182402.wav","",311,6.4
"446","CalCurCEAS_008","7936.240915183002.wav","",395,8
"447","CalCurCEAS_008","7936.240915183602.wav","",564,7.2
"448","CalCurCEAS_008","7936.240915184202.wav","",465,6.8
"449","CalCurCEAS_008","7936.240915184802.wav","",465,7.2
"450","CalCurCEAS_008","7936.240915185402.wav","",607,8.4
"451","CalCurCEAS_008","7936.240915190002.wav","",377,8
"454","CalCurCEAS_008","7936.240915191802.wav","",843,7.6
"455","CalCurCEAS_008","7936.240915192402.wav","",788,8
"456","CalCurCEAS_008","7936.240915193002.wav","",800,8.6
"457","CalCurCEAS_008","7936.240915193602.wav","",734,8.8
"458","CalCurCEAS_008","7936.240915194202.wav","",561,8.8
"459","CalCurCEAS_008","7936.240915194802.wav","",661,8.4
"460","CalCurCEAS_008","7936.240915195402.wav","",693,6.8
"463","CalCurCEAS_008","7936.240915201202.wav","",466,7.2
"464","CalCurCEAS_008","7936.240915201802.wav","",868,8
"465","CalCurCEAS_008","7936.240915202402.wav","",666,8.8
"466","CalCurCEAS_008","7936.240915203002.wav","",819,7.2
"467","CalCurCEAS_008","7936.240915203602.wav","",574,8.4
"468","CalCurCEAS_008","7936.240915204202.wav","",616,7.6
"471","CalCurCEAS_008","7936.240915210002.wav","",302,7.6
"472","CalCurCEAS_008","7936.240915210602.wav","",671,6.8
"473","CalCurCEAS_008","7936.240915211202.wav","",552,8.4
"476","CalCurCEAS_008","7936.240915213002.wav","",395,6
"477","CalCurCEAS_008","7936.240915213602.wav","",423,6
"478","CalCurCEAS_008","7936.240915214202.wav","",269,8
"482","CalCurCEAS_008","7936.240915220602.wav","",323,8
"509","CalCurCEAS_008","7936.240916004802.wav","",267,8
"514","CalCurCEAS_008","7936.240916011802.wav","",307,8
"515","CalCurCEAS_008","7936.240916012402.wav","",499,8.4
"516","CalCurCEAS_008","7936.240916013002.wav","",369,7.2
"517","CalCurCEAS_008","7936.240916013602.wav","",426,7.6
"521","CalCurCEAS_008","7936.240916020002.wav","",406,8
"522","CalCurCEAS_008","7936.240916020602.wav","",365,8
"527","CalCurCEAS_008","7936.240916023602.wav","",388,6.8
"528","CalCurCEAS_008","7936.240916024202.wav","",320,8.4
"529","CalCurCEAS_008","7936.240916024802.wav","",451,7.6
"530","CalCurCEAS_008","7936.240916025402.wav","",566,7.6
"531","CalCurCEAS_008","7936.240916030002.wav","",642,8
"532","CalCurCEAS_008","7936.240916030602.wav","",494,7.6
"533","CalCurCEAS_008","7936.240916031202.wav","",606,8
"534","CalCurCEAS_008","7936.240916031802.wav","",556,7.6
"539","CalCurCEAS_008","7936.240916034802.wav","",476,8
"540","CalCurCEAS_008","7936.240916035402.wav","",453,7.6
"541","CalCurCEAS_008","7936.240916040002.wav","",500,8
"542","CalCurCEAS_008","7936.240916040602.wav","",476,7.6
"543","CalCurCEAS_008","7936.240916041202.wav","",532,7.6
"544","CalCurCEAS_008","7936.240916041802.wav","",530,8
"545","CalCurCEAS_008","7936.240916042402.wav","",469,8
"546","CalCurCEAS_008","7936.240916043002.wav","",543,7.6
"687","CalCurCEAS_008","7936.240916184202.wav","",249,6.4
"688","CalCurCEAS_008","7936.240916184802.wav","",317,6.4
"689","CalCurCEAS_008","7936.240916185402.wav","",244,7.6
"697","CalCurCEAS_008","7936.240916194202.wav","",426,6.8
"698","CalCurCEAS_008","7936.240916194802.wav","",548,6.4
"699","CalCurCEAS_008","7936.240916195402.wav","",424,7.2
"700","CalCurCEAS_008","7936.240916200002.wav","",417,6.8
"701","CalCurCEAS_008","7936.240916200602.wav","",539,7.2
"702","CalCurCEAS_008","7936.240916201202.wav","",544,7.2
"703","CalCurCEAS_008","7936.240916201802.wav","",650,6.8
"704","CalCurCEAS_008","7936.240916202402.wav","",521,7.2
"708","CalCurCEAS_008","7936.240916204802.wav","",355,8
"709","CalCurCEAS_008","7936.240916205402.wav","",767,7.6
"710","CalCurCEAS_008","7936.240916210002.wav","",871,8
"711","CalCurCEAS_008","7936.240916210602.wav","",1495,7.6
"712","CalCurCEAS_008","7936.240916211202.wav","",1161,7.6
"713","CalCurCEAS_008","7936.240916211802.wav","",1073,7.2
"714","CalCurCEAS_008","7936.240916212402.wav","",884,6.8
"715","CalCurCEAS_008","7936.240916213002.wav","",733,8
"718","CalCurCEAS_008","7936.240916214802.wav","",267,6.8
"719","CalCurCEAS_008","7936.240916215402.wav","",706,8.4
"720","CalCurCEAS_008","7936.240916220002.wav","",971,8
"721","CalCurCEAS_008","7936.240916220602.wav","",860,6.4
"722","CalCurCEAS_008","7936.240916221202.wav","",863,7.6
"723","CalCurCEAS_008","7936.240916221802.wav","",759,7.6
"724","CalCurCEAS_008","7936.240916222402.wav","",994,7.6
"725","CalCurCEAS_008","7936.240916223002.wav","",1167,7.2
"726","CalCurCEAS_008","7936.240916223602.wav","",986,6.8
"727","CalCurCEAS_008","7936.240916224202.wav","",503,7.2
"728","CalCurCEAS_008","7936.240916224802.wav","",610,7.2
"729","CalCurCEAS_008","7936.240916225402.wav","",422,7.2
"730","CalCurCEAS_008","7936.240916230002.wav","",796,7.6
"731","CalCurCEAS_008","7936.240916230602.wav","",1236,7.2
"732","CalCurCEAS_008","7936.240916231202.wav","",686,8
"733","CalCurCEAS_008","7936.240916231802.wav","",528,6.8
"734","CalCurCEAS_008","7936.240916232402.wav","",484,6.4
"735","CalCurCEAS_008","7936.240916233002.wav","",598,6
"736","CalCurCEAS_008","7936.240916233602.wav","",742,7.2
"737","CalCurCEAS_008","7936.240916234202.wav","",714,6.8
"738","CalCurCEAS_008","7936.240916234802.wav","",779,7.6
"739","CalCurCEAS_008","7936.240916235402.wav","",1123,7.8
"740","CalCurCEAS_008","7936.240917000002.wav","",1091,7.2
"741","CalCurCEAS_008","7936.240917000602.wav","",1132,6.8
"742","CalCurCEAS_008","7936.240917001202.wav","",1444,7.2
"743","CalCurCEAS_008","7936.240917001802.wav","",1574,7.2
"744","CalCurCEAS_008","7936.240917002402.wav","",1403,7.6
"747","CalCurCEAS_008","7936.240917004202.wav","",450,7.6
"748","CalCurCEAS_008","7936.240917004802.wav","",1485,8.4
"749","CalCurCEAS_008","7936.240917005402.wav","",1782,8.4
"750","CalCurCEAS_008","7936.240917010002.wav","",2096,8.8
"751","CalCurCEAS_008","7936.240917010602.wav","",2044,8
"752","CalCurCEAS_008","7936.240917011202.wav","",2120,8.8
"753","CalCurCEAS_008","7936.240917011802.wav","",1728,8
"754","CalCurCEAS_008","7936.240917012402.wav","",1040,8
"755","CalCurCEAS_008","7936.240917013002.wav","",1074,8.4
"756","CalCurCEAS_008","7936.240917013602.wav","",968,8
"757","CalCurCEAS_008","7936.240917014202.wav","",1258,8.4
"758","CalCurCEAS_008","7936.240917014802.wav","",1169,8.8
"759","CalCurCEAS_008","7936.240917015402.wav","",1095,8.8
"760","CalCurCEAS_008","7936.240917020002.wav","",1461,8.8
"761","CalCurCEAS_008","7936.240917020602.wav","",1786,8.4
"762","CalCurCEAS_008","7936.240917021202.wav","",1693,8.4
"763","CalCurCEAS_008","7936.240917021802.wav","",1202,8.4
"764","CalCurCEAS_008","7936.240917022402.wav","",994,7.6
"765","CalCurCEAS_008","7936.240917023002.wav","",579,7.6
"766","CalCurCEAS_008","7936.240917023602.wav","",910,7.2
"767","CalCurCEAS_008","7936.240917024202.wav","",1690,7.6
"768","CalCurCEAS_008","7936.240917024802.wav","",1521,8
"769","CalCurCEAS_008","7936.240917025402.wav","",913,7.2
"770","CalCurCEAS_008","7936.240917030002.wav","",708,7.6
"772","CalCurCEAS_008","7936.240917031202.wav","",928,7.6
"773","CalCurCEAS_008","7936.240917031802.wav","",760,8
"774","CalCurCEAS_008","7936.240917032402.wav","",693,7.6
"776","CalCurCEAS_008","7936.240917033602.wav","",653,7.2
"777","CalCurCEAS_008","7936.240917034202.wav","",1041,6.8
"778","CalCurCEAS_008","7936.240917034802.wav","",1084,6.8
"779","CalCurCEAS_008","7936.240917035402.wav","",863,7.2
"780","CalCurCEAS_008","7936.240917040002.wav","",816,6
"808","CalCurCEAS_008","7936.240917064802.wav","",217,6.4
"854","CalCurCEAS_008","7936.240917112402.wav","",322,6.8
"875","CalCurCEAS_008","7936.240917133002.wav","",356,6.4
"877","CalCurCEAS_008","7936.240917134202.wav","",578,6.4
"878","CalCurCEAS_008","7936.240917134802.wav","",1251,8.4
"879","CalCurCEAS_008","7936.240917135402.wav","",1226,8.8
"880","CalCurCEAS_008","7936.240917140002.wav","",1378,8
"881","CalCurCEAS_008","7936.240917140602.wav","",1031,9.2
"882","CalCurCEAS_008","7936.240917141202.wav","",999,8.8
"883","CalCurCEAS_008","7936.240917141802.wav","",759,7.6
"884","CalCurCEAS_008","7936.240917142402.wav","",458,8.8
"885","CalCurCEAS_008","7936.240917143002.wav","",427,7.2
"886","CalCurCEAS_008","7936.240917143602.wav","",469,7.2
"887","CalCurCEAS_008","7936.240917144202.wav","",966,8
"888","CalCurCEAS_008","7936.240917144802.wav","",1013,7.2
"889","CalCurCEAS_008","7936.240917145402.wav","",881,7.6
"890","CalCurCEAS_008","7936.240917150002.wav","",781,6.8
"891","CalCurCEAS_008","7936.240917150602.wav","",999,6.8
"892","CalCurCEAS_008","7936.240917151202.wav","",1125,6.8
"893","CalCurCEAS_008","7936.240917151802.wav","",495,6
"896","CalCurCEAS_008","7936.240917153602.wav","",400,7.6
"897","CalCurCEAS_008","7936.240917154202.wav","",455,8.4
"898","CalCurCEAS_008","7936.240917154802.wav","",686,7.6
"899","CalCurCEAS_008","7936.240917155402.wav","",232,7.6
"900","CalCurCEAS_008","7936.240917160002.wav","",617,6.8
"901","CalCurCEAS_008","7936.240917160602.wav","",576,7.2
"902","CalCurCEAS_008","7936.240917161202.wav","",257,7.2
"904","CalCurCEAS_008","7936.240917162402.wav","",299,7.6
"905","CalCurCEAS_008","7936.240917163002.wav","",356,6.4
"906","CalCurCEAS_008","7936.240917163602.wav","",430,6
"907","CalCurCEAS_008","7936.240917164202.wav","",508,7.2
"908","CalCurCEAS_008","7936.240917164802.wav","",544,7.2
"909","CalCurCEAS_008","7936.240917165402.wav","",896,6
"910","CalCurCEAS_008","7936.240917170002.wav","",486,8
"911","CalCurCEAS_008","7936.240917170602.wav","",338,8
"915","CalCurCEAS_008","7936.240917173002.wav","",647,6.8
"916","CalCurCEAS_008","7936.240917173602.wav","",630,7.2
"917","CalCurCEAS_008","7936.240917174202.wav","",591,6.4
"918","CalCurCEAS_008","7936.240917174802.wav","",537,8
"919","CalCurCEAS_008","7936.240917175402.wav","",729,7.2
"920","CalCurCEAS_008","7936.240917180002.wav","",886,7.2
"921","CalCurCEAS_008","7936.240917180602.wav","",723,8
"922","CalCurCEAS_008","7936.240917181202.wav","",813,7.2
"923","CalCurCEAS_008","7936.240917181802.wav","",898,7.6
"926","CalCurCEAS_008","7936.240917183602.wav","",720,7.8
"927","CalCurCEAS_008","7936.240917184202.wav","",1169,8
"928","CalCurCEAS_008","7936.240917184802.wav","",1179,8
"929","CalCurCEAS_008","7936.240917185402.wav","",1104,8
"930","CalCurCEAS_008","7936.240917190002.wav","",852,6.8
"931","CalCurCEAS_008","7936.240917190602.wav","",659,7.2
"932","CalCurCEAS_008","7936.240917191202.wav","",739,8
"933","CalCurCEAS_008","7936.240917191802.wav","",503,7.6
"934","CalCurCEAS_008","7936.240917192402.wav","",694,6.8
"938","CalCurCEAS_008","7936.240917194802.wav","",630,7.6
"939","CalCurCEAS_008","7936.240917195402.wav","",735,7.2
"940","CalCurCEAS_008","7936.240917200002.wav","",616,7.6
"941","CalCurCEAS_008","7936.240917200602.wav","",571,7.6
"942","CalCurCEAS_008","7936.240917201202.wav","",587,6.8
"944","CalCurCEAS_008","7936.240917202402.wav","",669,7.2
"945","CalCurCEAS_008","7936.240917203002.wav","",512,7.2
"946","CalCurCEAS_008","7936.240917203602.wav","",442,7.6
"950","CalCurCEAS_008","7936.240917210002.wav","",809,8
"951","CalCurCEAS_008","7936.240917210602.wav","",732,8
"952","CalCurCEAS_008","7936.240917211202.wav","",643,7.2
"953","CalCurCEAS_008","7936.240917211802.wav","",684,6.8
"954","CalCurCEAS_008","7936.240917212402.wav","",633,6
"955","CalCurCEAS_008","7936.240917213002.wav","",766,6
"960","CalCurCEAS_008","7936.240917220002.wav","",429,7.2
"961","CalCurCEAS_008","7936.240917220602.wav","",674,7.2
"962","CalCurCEAS_008","7936.240917221202.wav","",584,7.2
"963","CalCurCEAS_008","7936.240917221802.wav","",866,7.6
"964","CalCurCEAS_008","7936.240917222402.wav","",672,7.2
"966","CalCurCEAS_008","7936.240917223602.wav","",719,6.4
"967","CalCurCEAS_008","7936.240917224202.wav","",528,6.4
"972","CalCurCEAS_008","7936.240917231202.wav","",540,7.6
"973","CalCurCEAS_008","7936.240917231802.wav","",601,6.8
"974","CalCurCEAS_008","7936.240917232402.wav","",576,6.8
"975","CalCurCEAS_008","7936.240917233002.wav","",274,6.8
"1119","CalCurCEAS_008","7936.240918135402.wav","",269,6.8
"1120","CalCurCEAS_008","7936.240918140002.wav","",380,7.2
"1121","CalCurCEAS_008","7936.240918140602.wav","",659,6.4
"1122","CalCurCEAS_008","7936.240918141202.wav","",455,7.6
"1123","CalCurCEAS_008","7936.240918141802.wav","",559,7.8
"1124","CalCurCEAS_008","7936.240918142402.wav","",997,6.4
"1125","CalCurCEAS_008","7936.240918143002.wav","",1542,7.2
"1126","CalCurCEAS_008","7936.240918143602.wav","",1103,7.2
"1127","CalCurCEAS_008","7936.240918144202.wav","",1259,7.2
"1128","CalCurCEAS_008","7936.240918144802.wav","",1164,7.6
"1129","CalCurCEAS_008","7936.240918145402.wav","",1270,7.6
"1130","CalCurCEAS_008","7936.240918150002.wav","",1362,8.4
"1131","CalCurCEAS_008","7936.240918150602.wav","",918,8
"1132","CalCurCEAS_008","7936.240918151202.wav","",954,9.2
"1133","CalCurCEAS_008","7936.240918151802.wav","",1672,7.6
"1134","CalCurCEAS_008","7936.240918152402.wav","",1997,8.4
"1135","CalCurCEAS_008","7936.240918153002.wav","",2617,8
"1136","CalCurCEAS_008","7936.240918153602.wav","",2722,8.4
"1137","CalCurCEAS_008","7936.240918154202.wav","",2322,8
"1138","CalCurCEAS_008","7936.240918154802.wav","",3319,8.8
"1139","CalCurCEAS_008","7936.240918155402.wav","",419,8.4
"1140","CalCurCEAS_008","7936.240918160002.wav","",379,7.2
"1141","CalCurCEAS_008","7936.240918160602.wav","",834,6.8
"1142","CalCurCEAS_008","7936.240918161202.wav","",1740,8
"1143","CalCurCEAS_008","7936.240918161802.wav","",1627,8
"1144","CalCurCEAS_008","7936.240918162402.wav","",1548,8.4
"1145","CalCurCEAS_008","7936.240918163002.wav","",1746,8
"1146","CalCurCEAS_008","7936.240918163602.wav","",1400,8.4
"1147","CalCurCEAS_008","7936.240918164202.wav","",878,8.4
"1148","CalCurCEAS_008","7936.240918164802.wav","",594,6.4
"1149","CalCurCEAS_008","7936.240918165402.wav","",328,7.6
"1150","CalCurCEAS_008","7936.240918170002.wav","",658,6.8
"1151","CalCurCEAS_008","7936.240918170602.wav","",832,8
"1152","CalCurCEAS_008","7936.240918171202.wav","",905,6.8
"1153","CalCurCEAS_008","7936.240918171802.wav","",1046,6
"1154","CalCurCEAS_008","7936.240918172402.wav","",874,6
"1155","CalCurCEAS_008","7936.240918173002.wav","",316,7.6
"1158","CalCurCEAS_008","7936.240918174802.wav","",253,6.8
"1163","CalCurCEAS_008","7936.240918181802.wav","",405,8.4
"1164","CalCurCEAS_008","7936.240918182402.wav","",409,7.6
"1165","CalCurCEAS_008","7936.240918183002.wav","",390,8
"1166","CalCurCEAS_008","7936.240918183602.wav","",253,8
"1189","CalCurCEAS_008","7936.240918205402.wav","",361,7.2
"1193","CalCurCEAS_008","7936.240918211802.wav","",446,6
"1194","CalCurCEAS_008","7936.240918212402.wav","",394,8
"1195","CalCurCEAS_008","7936.240918213002.wav","",800,7.2
"1196","CalCurCEAS_008","7936.240918213602.wav","",785,8
"1197","CalCurCEAS_008","7936.240918214202.wav","",658,8
"1198","CalCurCEAS_008","7936.240918214802.wav","",913,6.8
"1199","CalCurCEAS_008","7936.240918215402.wav","",688,8
"1202","CalCurCEAS_008","7936.240918221202.wav","",354,7.6
"1203","CalCurCEAS_008","7936.240918221802.wav","",817,8
"1204","CalCurCEAS_008","7936.240918222402.wav","",633,8
"1205","CalCurCEAS_008","7936.240918223002.wav","",609,7.6
"1206","CalCurCEAS_008","7936.240918223602.wav","",560,7.6
"1207","CalCurCEAS_008","7936.240918224202.wav","",553,8.4
"1208","CalCurCEAS_008","7936.240918224802.wav","",493,8.4
"1211","CalCurCEAS_008","7936.240918230602.wav","",238,8
"1212","CalCurCEAS_008","7936.240918231202.wav","",375,8
"1213","CalCurCEAS_008","7936.240918231802.wav","",483,7.6
"1214","CalCurCEAS_008","7936.240918232402.wav","",280,8.4
"1215","CalCurCEAS_008","7936.240918233002.wav","",350,8
"1265","CalCurCEAS_008","7936.240919043003.wav","",347,7
"1266","CalCurCEAS_008","7936.240919043603.wav","",556,6
"1349","CalCurCEAS_008","7936.240919125403.wav","",227,8.4
"1357","CalCurCEAS_008","7936.240919134203.wav","",656,7.2
"1358","CalCurCEAS_008","7936.240919134803.wav","",308,8.8
"1359","CalCurCEAS_008","7936.240919135403.wav","",421,8.4
"1360","CalCurCEAS_008","7936.240919140003.wav","",416,6
"1369","CalCurCEAS_008","7936.240919145403.wav","",625,8
"1370","CalCurCEAS_008","7936.240919150003.wav","",580,6.8
"1371","CalCurCEAS_008","7936.240919150603.wav","",509,7.6
"1372","CalCurCEAS_008","7936.240919151203.wav","",713,7.2
"1373","CalCurCEAS_008","7936.240919151803.wav","",1140,7.6
"1374","CalCurCEAS_008","7936.240919152403.wav","",1351,7.2
"1376","CalCurCEAS_008","7936.240919153603.wav","",679,6
"1377","CalCurCEAS_008","7936.240919154203.wav","",1968,7.6
"1378","CalCurCEAS_008","7936.240919154803.wav","",2721,7.2
"1379","CalCurCEAS_008","7936.240919155403.wav","",2754,7.6
"1380","CalCurCEAS_008","7936.240919160003.wav","",3144,6
"1381","CalCurCEAS_008","7936.240919160603.wav","",2848,6
"1385","CalCurCEAS_008","7936.240919163003.wav","",546,6.4
"1386","CalCurCEAS_008","7936.240919163603.wav","",512,6.4
"1406","CalCurCEAS_008","7936.240919183603.wav","",341,6.4
"1407","CalCurCEAS_008","7936.240919184203.wav","",1200,6.4
"1408","CalCurCEAS_008","7936.240919184803.wav","",2858,8
"1409","CalCurCEAS_008","7936.240919185403.wav","",2601,7.6
"1410","CalCurCEAS_008","7936.240919190003.wav","",2027,6.8
"1411","CalCurCEAS_008","7936.240919190603.wav","",705,6.4
"1412","CalCurCEAS_008","7936.240919191203.wav","",1989,8
"1413","CalCurCEAS_008","7936.240919191803.wav","",3590,8.4
"1414","CalCurCEAS_008","7936.240919192403.wav","",5237,9.2
"1415","CalCurCEAS_008","7936.240919193003.wav","",3986,8.8
"1416","CalCurCEAS_008","7936.240919193603.wav","",2800,7.6
"1417","CalCurCEAS_008","7936.240919194203.wav","",3564,8
"1418","CalCurCEAS_008","7936.240919194803.wav","",4565,8.8
"1419","CalCurCEAS_008","7936.240919195403.wav","",5265,9.2
"1420","CalCurCEAS_008","7936.240919200003.wav","",5274,8.4
"1421","CalCurCEAS_008","7936.240919200603.wav","",5054,8.8
"1422","CalCurCEAS_008","7936.240919201203.wav","",3936,7.6
"1423","CalCurCEAS_008","7936.240919201803.wav","",3937,7.6
"1424","CalCurCEAS_008","7936.240919202403.wav","",3025,6.8
"1425","CalCurCEAS_008","7936.240919203003.wav","",4431,7.6
"1426","CalCurCEAS_008","7936.240919203603.wav","",4118,6.4
"1427","CalCurCEAS_008","7936.240919204203.wav","",4228,6.8
"1428","CalCurCEAS_008","7936.240919204803.wav","",3113,7.2
"1429","CalCurCEAS_008","7936.240919205403.wav","",2172,6.8
"1430","CalCurCEAS_008","7936.240919210003.wav","",2582,6
"1431","CalCurCEAS_008","7936.240919210603.wav","",1980,7.2
"1432","CalCurCEAS_008","7936.240919211203.wav","",3190,6
"1434","CalCurCEAS_008","7936.240919212403.wav","",1744,6.4
"1436","CalCurCEAS_008","7936.240919213603.wav","",210,6.4
"1438","CalCurCEAS_008","7936.240919214803.wav","",362,7.6
"1439","CalCurCEAS_008","7936.240919215403.wav","",335,7.2
"1462","CalCurCEAS_008","7936.240920001803.wav","",208,15
"1463","CalCurCEAS_008","7936.240920002403.wav","",254,12
"1544","CalCurCEAS_008","7936.240920090603.wav","",259,10
"1546","CalCurCEAS_008","7936.240920091803.wav","",236,13.6
